Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Georgia Baker,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Non-Medal,1.79,20.6
Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Medal,1.73,22.72
Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Medal,1.73,22.72
Perry Baker,M,30.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.85,23.96
Tais Balconi,F,25.0,164.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.64,23.42
"Carlos Zenon Balderas, Jr.",M,19.0,175.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Non-Medal,1.75,19.59
Hugo Balduino de Sousa,M,29.0,187.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Non-Medal,1.87,21.16
Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Non-Medal,1.8,20.68
Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Non-Medal,1.8,20.68
Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.8,20.68
Andreia Bandeira,F,29.0,169.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Non-Medal,1.69,26.26
Sarah Banting,F,22.0,165.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Non-Medal,1.65,22.04
Kayla Banwarth,F,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Medal,1.78,22.09
Carina Br,F,26.0,185.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Medal,1.85,21.91
"Matthew ""Matt"" Baranoski",M,23.0,183.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Non-Medal,1.83,28.67
"Akalaini ""Bui"" Baravilala",F,25.0,168.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.68,26.57
Ana Luiza Busato Barbachan,F,26.0,171.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Non-Medal,1.71,23.26
Brbara Seixas de Freitas,F,29.0,178.0,67.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Medal,1.78,21.15
Brbara Micheline do Monte Barbosa,F,28.0,171.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.71,24.28
Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Non-Medal,1.51,19.74
Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.51,19.74
Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.51,19.74
Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.51,19.74
Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.51,19.74
Leandro Mateus Barbosa,M,33.0,194.0,97.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.94,25.77
Romain Bardet,M,25.0,184.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Non-Medal,1.84,18.9
Giovanni Battista Bardis,M,29.0,177.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Non-Medal,1.77,27.13
Warren Barguil,M,24.0,184.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Non-Medal,1.84,18.31
Harrison Bryce Jordan Barnes,M,24.0,203.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Medal,2.03,24.75
McQuin Baron,M,20.0,206.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,2.06,24.51
Thomas Gabriel Jrmie Baroukh,M,28.0,183.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Medal,1.83,20.9
Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Non-Medal,1.71,20.18
Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Medal,1.71,20.18
Danny Barrett,M,26.0,188.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.88,28.86
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Non-Medal,1.75,23.51
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Non-Medal,1.75,23.51
"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29.0,166.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Medal,1.66,19.23
Thomas Barrows III,M,28.0,186.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Non-Medal,1.86,23.7
Steeve Barry,M,25.0,181.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.81,25.95
Adrien Bart,M,24.0,185.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Non-Medal,1.85,24.54
Saskia Bartusiak,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.7,20.76
Dimitri David Bascou,M,29.0,181.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Medal,1.81,24.42
Paulo Roberto Batista Jnior,M,23.0,185.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.85,26.3
Nicolas Batum,M,27.0,203.0,105.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.03,25.48
Mathieu Albert Daniel Bauderlique,M,27.0,185.0,81.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Medal,1.85,23.67
Robert Bauer,M,21.0,183.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.83,22.69
Grgory Benot Baug,M,31.0,181.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,Non-Medal,1.81,30.52
Grgory Benot Baug,M,31.0,181.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Medal,1.81,30.52
Jackie Baumann,F,20.0,173.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Non-Medal,1.73,19.38
Louise Bawden,F,34.0,183.0,72.0,Australia-1,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Non-Medal,1.83,21.5
Aron John Baynes,M,29.0,208.0,115.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.08,26.58
Gemma Beadsworth,F,29.0,180.0,78.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Non-Medal,1.8,24.07
Daniel Beale,M,23.0,184.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.84,21.86
Beatriz Zaneratto Joo,F,22.0,176.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.76,22.28
Cassandre Beaugrand,F,19.0,177.0,54.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Non-Medal,1.77,17.24
Maxime Eugne Ren Beaumont,M,34.0,191.0,94.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Medal,1.91,25.77
Maxime Eugne Ren Beaumont,M,34.0,191.0,94.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Non-Medal,1.91,25.77
"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Non-Medal,1.75,22.86
"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,Non-Medal,1.75,22.86
Annika Beck,F,22.0,170.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Non-Medal,1.7,20.42
Leonie Antonia Beck,F,19.0,184.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Non-Medal,1.84,18.31
Nicole Elise Beck,F,28.0,168.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Medal,1.68,23.38
Charlotte Becker,F,33.0,173.0,64.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Non-Medal,1.73,21.38
Jana Beckmann,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Non-Medal,1.7,20.76
Domonic Bedggood,M,21.0,163.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Non-Medal,1.63,24.09
gatha Bednarczuk Rippel,F,33.0,182.0,70.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Medal,1.82,21.13
Ludger Beerbaum,M,52.0,190.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Non-Medal,1.9,23.55
Ludger Beerbaum,M,52.0,190.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Medal,1.9,23.55
Melanie Behringer,F,30.0,172.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.72,24.0
Elizabeth Lyon Beisel,F,23.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Non-Medal,1.68,24.09
Valentin Belaud,M,23.0,181.0,73.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Non-Medal,1.81,22.28
Mathew Belcher,M,33.0,173.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Medal,1.73,20.72
Thomaz Cocchiarali Bellucci,M,28.0,187.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.87,22.88
Thomaz Cocchiarali Bellucci,M,28.0,187.0,80.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Non-Medal,1.87,22.88
Wilhem Belocian,M,21.0,178.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Non-Medal,1.78,24.62
Alexander Belonogoff,M,26.0,187.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Medal,1.87,25.74
"Christopher Anthony ""Chris"" Benard",M,26.0,191.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Non-Medal,1.91,23.03
Garrett Bender,M,24.0,193.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.93,28.19
Lars Bender,M,27.0,184.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.84,23.63
Sven Bender,M,27.0,185.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.85,23.37
Vtor Alves Benite,M,26.0,190.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.9,24.38
Jake Bensted,M,22.0,173.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Non-Medal,1.73,24.39
"Joseph ""Gunnar"" Bentz",M,20.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Medal,1.96,21.87
Jan Benzien,M,34.0,180.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Non-Medal,1.8,23.15
Ccilia Berder,F,26.0,171.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Non-Medal,1.71,22.23
Ccilia Berder,F,26.0,171.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Non-Medal,1.71,22.23
Jana Berezko-Marggrander,F,20.0,165.0,44.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Non-Medal,1.65,16.16
Arthur Bomfim Bergo,M,22.0,183.0,83.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.83,24.78
Boris Berian,M,23.0,183.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Non-Medal,1.83,20.9
Jean-Baptiste Bernaz,M,29.0,190.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Non-Medal,1.9,22.16
Gwen Berry,F,27.0,175.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Non-Medal,1.75,29.06
Laurie Berthon,F,24.0,169.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Non-Medal,1.69,24.16
"Kathleen ""Kate"" Bertko",F,32.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Non-Medal,1.75,18.94
Billy Besson,M,35.0,169.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Non-Medal,1.69,24.16
Bruno Bethlem de Amorim,M,40.0,181.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Non-Medal,1.81,21.98
Paul Biedermann,M,29.0,193.0,93.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Non-Medal,1.93,24.97
Paul Biedermann,M,29.0,193.0,93.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Non-Medal,1.93,24.97
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Medal,1.43,22.98
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Medal,1.43,22.98
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Medal,1.43,22.98
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,Medal,1.43,22.98
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.43,22.98
Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Medal,1.43,22.98
Cindy Billaud,F,30.0,167.0,59.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Non-Medal,1.67,21.16
"Gregory ""Greg"" Billington",M,27.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Non-Medal,1.75,21.55
"Ricardo ""Bimba"" Winicki Santos",M,36.0,185.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Non-Medal,1.85,21.33
Stephen Bird,M,28.0,189.0,86.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Non-Medal,1.89,24.08
"Suzanne Brigit ""Sue"" Bird",F,35.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Medal,1.75,21.55
Dane Alex Bird-Smith,M,24.0,187.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Medal,1.87,20.59
Damien Birkinhead,M,23.0,190.0,140.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Non-Medal,1.9,38.78
Pauline Biscarat,F,27.0,157.0,53.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.57,21.5
"Andrew Thomas ""Andy"" Bisek",M,29.0,178.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Non-Medal,1.78,25.88
Isobel Bishop,F,24.0,180.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Non-Medal,1.8,22.22
Blake Blackburn,M,24.0,181.0,82.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",Non-Medal,1.81,25.03
"Benjamin Floyd ""Ben"" Blankenship",M,27.0,178.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Non-Medal,1.78,20.2
Romain Blary,M,30.0,195.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.95,26.3
"Jennifer ""Jenny"" Blundell",F,22.0,163.0,49.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Non-Medal,1.63,18.44
Madonna Blyth,F,30.0,165.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.65,22.04
Jack Bobridge,M,27.0,180.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Medal,1.8,20.06
Annika Bochmann,F,25.0,167.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Non-Medal,1.67,20.8
Markus Bckermann,M,30.0,192.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Non-Medal,1.92,25.77
Lauren Boden-Wells,F,28.0,178.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Non-Medal,1.78,20.83
Andrew Michael Bogut,M,31.0,213.0,122.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.13,26.89
Georgia Bohl,F,19.0,167.0,54.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Non-Medal,1.67,19.36
Georgia Bohl,F,19.0,167.0,54.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Non-Medal,1.67,19.36
Peter Bol,M,22.0,177.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Non-Medal,1.77,20.11
Timo Boll,M,35.0,181.0,74.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Non-Medal,1.81,22.59
Timo Boll,M,35.0,181.0,74.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Medal,1.81,22.59
Thiago Bomfim Campos Dantas,M,25.0,193.0,84.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.93,22.55
Henning Bommel,M,33.0,183.0,79.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Non-Medal,1.83,23.59
Bret Bonanni,M,22.0,194.0,92.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.94,24.44
Edwina Claire Bone,F,28.0,170.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.7,24.22
Caio Oliveira de Sena Bonfim,M,25.0,174.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Non-Medal,1.74,19.82
Caio Oliveira de Sena Bonfim,M,25.0,174.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.74,19.82
Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Non-Medal,1.75,20.9
Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Non-Medal,1.75,20.9
Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Non-Medal,1.75,20.9
Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.75,20.9
Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Non-Medal,1.75,20.9
Brent Bookwalter,M,32.0,181.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Non-Medal,1.81,20.76
Brent Bookwalter,M,32.0,181.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Non-Medal,1.81,20.76
"Joshua ""Josh"" Booth",M,25.0,190.0,93.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Medal,1.9,25.76
